CustomerKey	Gender	MaritalStatus	Pets	Neighborhood
3185	F	Single	2	São Miguel Paulista
3186	F	Married	3	São Miguel Paulista
3187	F	Single	3	Guaianases
3188	M	Single	2	Cidade tiradentes
3191	F	Single	1	Itaquera
3192	M	Single	2	São Miguel Paulista
3193	M	Single	2	Guaianases
3194	M	Married	1	Itaquera
3195	M	Single	5	São Miguel Paulista
3196	M	Single	2	Itaquera
3197	F	Single	5	São Miguel Paulista
3198	M	Married	4	Itaquera
3199	F	Married	4	Guaianases
3201	F	Single	1	Guaianases
3202	F	Married	4	Guaianases
3204	F	Married	1	Guaianases
3205	M	Married	1	Itaquera
3206	M	Single	4	Cidade tiradentes
3207	M	Married	5	Itaquera
3208	M	Single	5	Vila Prudente
3209	M	Single	4	Cidade tiradentes
3210	M	Single	2	Guaianases
3211	F	Single	3	Vila Prudente
3213	M	Married	2	Itaquera
3216	F	Single	1	Itaquera
3218	F	Single	2	Guaianases
3219	M	Single	4	Guaianases
3222	M	Married	1	Itaquera
3223	M	Married	1	Itaquera
3225	M	Single	1	Guaianases
3226	M	Single	3	Cidade tiradentes
3228	M	Single	1	Guaianases
3229	F	Single	1	Vila Prudente
3231	M	Single	3	Itaquera
3233	F	Single	5	Cidade tiradentes
3234	F	Married	2	São Miguel Paulista
3236	F	Single	3	Itaquera
3238	M	Married	1	Guaianases
3239	F	Single	4	Itaquera
3242	F	Single	3	Guaianases
3243	F	Single	2	Itaquera
3244	M	Single	1	Cidade tiradentes
3245	F	Single	2	Itaquera
3247	M	Single	3	Vila Prudente
3250	F	Married	3	Itaquera
3252	M	Single	1	Guaianases
3253	M	Single	3	Itaquera
3256	F	Married	4	Cidade tiradentes
3258	F	Single	3	Cidade tiradentes
3259	M	Single	1	São Miguel Paulista
3267	M	Married	2	São Miguel Paulista
3268	F	Married	5	Itaquera
3269	M	Married	4	Cidade tiradentes
3271	F	Married	2	Itaquera
3273	F	Married	1	Guaianases
3277	M	Married	4	São Miguel Paulista
3278	F	Married	2	São Miguel Paulista
3279	M	Single	1	Cidade tiradentes
3280	F	Married	1	Cidade tiradentes
3282	F	Married	5	Cidade tiradentes
3283	F	Single	2	Itaquera
3285	M	Single	2	Cidade tiradentes
3286	M	Single	5	Vila Prudente
3287	F	Married	4	Vila Prudente
3288	F	Single	2	Guaianases
3289	M	Married	5	Itaquera
3291	M	Married	2	Cidade tiradentes
3292	F	Single	2	Cidade tiradentes
3293	F	Married	2	Guaianases
3295	F	Married	1	Cidade tiradentes
3297	M	Married	1	Cidade tiradentes
3300	F	Single	3	Guaianases
3301	F	Single	1	Guaianases
3302	M	Married	2	Itaquera
3305	M	Single	3	Itaquera
3306	F	Married	3	Itaquera
3308	M	Married	1	Itaquera
3310	F	Single	1	Itaquera
3311	F	Married	2	Guaianases
3313	M	Married	1	Itaquera
3316	M	Married	1	Itaquera
3317	F	Married	3	Guaianases
3319	M	Single	3	Guaianases
3321	M	Single	3	Guaianases
3322	F	Married	3	Itaquera
3324	F	Married	3	Cidade tiradentes
3325	M	Single	2	Itaquera
3327	F	Single	4	Itaquera
3328	F	Married	4	Itaquera
3329	M	Married	2	Cidade tiradentes
3330	M	Single	1	Cidade tiradentes
3334	F	Married	2	Itaquera
3335	F	Married	2	São Miguel Paulista
3336	F	Single	2	Itaquera
3338	M	Single	4	Cidade tiradentes
3342	F	Married	2	Cidade tiradentes
3345	M	Single	3	Cidade tiradentes
3349	M	Married	1	Cidade tiradentes
3350	F	Single	4	Guaianases
3352	F	Married	1	Cidade tiradentes
3357	M	Married	1	Guaianases
3359	M	Single	3	Guaianases
3360	M	Married	1	Itaquera
3361	M	Married	1	Guaianases
3363	F	Single	3	São Miguel Paulista
3365	F	Single	5	São Miguel Paulista
3366	M	Single	1	São Miguel Paulista
3370	F	Single	3	Cidade tiradentes
3371	F	Single	1	Cidade tiradentes
3372	M	Married	1	São Miguel Paulista
3373	F	Married	5	Itaquera
3377	F	Married	4	São Miguel Paulista
3386	F	Married	4	Guaianases
3387	F	Married	1	Guaianases
3388	F	Married	4	Itaquera
3390	F	Married	2	Guaianases
3395	F	Married	4	Guaianases
3396	M	Married	2	São Miguel Paulista
3397	F	Single	2	Itaquera
3399	F	Single	1	Vila Prudente
3401	M	Married	1	Guaianases
3404	F	Single	2	Guaianases
3406	F	Married	2	São Miguel Paulista
3408	F	Single	2	Cidade tiradentes
3409	M	Married	3	Vila Prudente
3410	F	Single	1	Guaianases
3411	M	Single	4	Cidade tiradentes
3412	M	Single	5	Guaianases
3413	F	Married	4	Itaquera
3414	M	Single	1	Cidade tiradentes
3415	M	Single	5	Itaquera
3416	F	Married	3	Cidade tiradentes
3417	M	Single	5	Vila Prudente
3418	M	Married	3	Guaianases
3419	F	Single	3	São Miguel Paulista
3422	M	Single	1	São Miguel Paulista
3423	F	Married	2	Itaquera
3424	M	Married	1	São Miguel Paulista
3425	M	Single	4	Guaianases
3426	F	Married	1	Guaianases
3434	F	Single	5	Guaianases
3435	M	Single	3	Guaianases
3436	F	Married	2	Guaianases
3437	F	Single	3	Cidade tiradentes
3438	M	Married	3	Guaianases
3439	F	Single	2	Vila Prudente
3440	F	Married	4	Guaianases
3441	F	Single	2	Guaianases
3442	M	Married	2	Guaianases
3446	F	Single	4	Vila Prudente
3448	M	Married	2	Guaianases
3449	F	Married	2	Cidade tiradentes
3450	M	Married	1	São Miguel Paulista
3452	M	Married	3	Guaianases
3454	F	Married	1	São Miguel Paulista
3455	F	Single	4	Itaquera
3457	M	Married	1	Guaianases
3458	F	Single	5	Guaianases
3462	M	Single	4	Cidade tiradentes
3463	M	Single	1	Itaquera
3466	M	Married	1	Itaquera
3468	F	Single	1	São Miguel Paulista
3469	M	Married	4	Guaianases
3470	M	Married	2	Itaquera
3471	F	Married	4	Guaianases
3473	M	Single	3	Itaquera
3476	F	Single	4	Guaianases
3478	M	Single	4	Itaquera
3480	F	Single	2	Itaquera
3485	F	Single	3	Itaquera
3486	M	Single	2	Itaquera
3487	M	Married	3	São Miguel Paulista
3489	M	Single	4	São Miguel Paulista
3490	F	Married	1	Itaquera
3491	F	Married	3	Guaianases
3495	F	Married	4	Guaianases
3497	M	Single	2	Itaquera
3499	F	Married	1	Itaquera
3500	M	Single	1	Itaquera
3501	F	Married	4	Cidade tiradentes
3503	F	Married	2	Cidade tiradentes
3504	F	Married	4	Vila Prudente
3508	M	Married	1	Cidade tiradentes
3512	M	Married	1	Guaianases
3513	F	Married	1	Itaquera
3516	F	Married	1	Cidade tiradentes
3517	M	Single	3	Vila Prudente
3518	M	Single	3	São Miguel Paulista
3524	M	Single	1	Itaquera
3525	M	Single	1	Cidade tiradentes
3526	M	Married	1	Cidade tiradentes
3527	M	Single	5	Guaianases
3528	F	Married	4	Itaquera
3529	M	Single	2	Itaquera
3532	F	Married	4	Cidade tiradentes
3533	F	Married	1	Guaianases
3537	F	Single	2	Cidade tiradentes
3538	F	Single	1	Guaianases
3539	M	Single	2	Itaquera
3541	M	Married	2	Itaquera
3542	M	Married	1	Cidade tiradentes
3543	M	Single	4	Guaianases
3548	F	Married	1	Itaquera
3549	F	Married	2	Vila Prudente
3551	F	Married	2	Itaquera
3552	F	Single	4	Itaquera
3553	M	Single	3	Cidade tiradentes
3558	F	Single	1	Guaianases
3559	M	Married	3	Vila Prudente
3560	M	Single	5	São Miguel Paulista
3561	M	Single	1	Guaianases
3563	F	Married	1	Vila Prudente
3564	F	Single	4	Vila Prudente
3567	M	Married	1	Guaianases
3571	F	Single	3	Cidade tiradentes
3577	F	Married	4	Guaianases
3580	M	Single	1	Cidade tiradentes
3583	F	Single	2	São Miguel Paulista
3584	M	Single	2	São Miguel Paulista
3585	F	Married	4	Cidade tiradentes
3586	F	Single	3	Guaianases
3587	M	Married	3	Cidade tiradentes
3588	F	Single	1	Guaianases
3589	M	Married	5	Itaquera
3592	M	Married	3	Cidade tiradentes
3593	F	Married	2	Guaianases
3594	F	Married	1	Guaianases
3596	M	Married	3	Guaianases
3598	M	Single	1	Cidade tiradentes
3599	M	Married	2	Itaquera
3600	F	Single	1	Cidade tiradentes
3601	F	Married	2	São Miguel Paulista
3602	F	Single	4	São Miguel Paulista
3604	M	Single	4	Itaquera
3605	F	Single	3	Vila Prudente
3608	F	Married	1	São Miguel Paulista
3610	M	Married	1	Cidade tiradentes
3611	F	Married	1	Guaianases
3612	M	Single	1	Guaianases
3613	F	Single	1	São Miguel Paulista
3615	F	Single	1	Itaquera
3616	M	Married	4	Cidade tiradentes
3620	M	Married	1	Itaquera
3625	F	Single	1	Cidade tiradentes
3626	F	Single	2	Guaianases
3627	F	Married	1	Guaianases
3630	F	Single	1	Itaquera
3633	F	Single	3	Itaquera
3634	M	Single	5	Itaquera
3636	F	Single	4	Vila Prudente
3639	F	Married	2	Guaianases
3640	M	Single	2	Guaianases
3642	M	Married	2	Guaianases
3643	F	Single	2	Vila Prudente
3644	F	Single	4	Cidade tiradentes
3645	M	Single	3	Vila Prudente
3648	F	Single	2	São Miguel Paulista
3650	M	Married	2	Itaquera
3652	M	Single	3	Itaquera
3654	F	Married	3	Guaianases
3655	F	Married	3	Itaquera
3656	M	Single	3	Guaianases
3658	F	Married	5	Vila Prudente
3661	M	Married	1	Cidade tiradentes
3663	M	Single	2	Itaquera
3664	F	Married	5	Vila Prudente
3665	F	Married	1	Vila Prudente
3667	F	Single	2	Itaquera
3673	M	Married	1	Vila Prudente
3676	M	Married	4	Guaianases
3679	F	Single	1	Guaianases
3680	F	Single	3	Itaquera
3681	F	Married	2	Itaquera
3682	M	Married	4	Itaquera
3683	M	Married	1	Itaquera
3688	F	Married	3	Guaianases
3689	F	Married	4	São Miguel Paulista
3691	M	Married	3	Itaquera
3692	M	Single	1	Guaianases
3693	M	Single	1	Guaianases
3695	M	Married	5	Itaquera
3700	F	Married	4	Itaquera
3701	F	Single	1	Cidade tiradentes
3702	F	Married	1	Cidade tiradentes
3703	M	Single	2	Vila Prudente
3706	M	Single	2	Itaquera
3709	M	Single	1	Itaquera
3711	M	Single	2	Guaianases
3713	F	Single	4	São Miguel Paulista
3714	F	Married	3	São Miguel Paulista
3716	F	Married	4	Itaquera
3718	F	Married	2	Guaianases
3719	F	Single	3	São Miguel Paulista
3721	M	Single	1	Vila Prudente
3724	F	Married	1	São Miguel Paulista
3725	M	Married	4	São Miguel Paulista
3727	F	Married	4	Vila Prudente
3728	M	Married	4	Itaquera
3729	F	Married	4	Cidade tiradentes
3730	M	Married	3	Cidade tiradentes
3731	F	Single	5	Itaquera
3735	M	Single	2	Guaianases
3738	M	Married	4	Cidade tiradentes
3739	F	Single	4	Vila Prudente
3742	M	Married	2	Guaianases
3744	F	Single	1	Cidade tiradentes
3746	F	Single	3	Guaianases
3747	F	Single	4	São Miguel Paulista
3748	F	Married	4	Itaquera
3749	F	Married	1	Itaquera
3750	M	Single	2	Cidade tiradentes
3751	F	Married	1	Itaquera
3753	F	Married	4	Cidade tiradentes
3755	M	Single	3	Guaianases
3756	F	Married	3	Guaianases
3757	M	Single	2	Vila Prudente
3758	M	Single	3	Guaianases
3759	F	Single	2	Itaquera
3760	F	Single	4	Cidade tiradentes
3761	F	Single	4	São Miguel Paulista
3762	F	Married	4	São Miguel Paulista
3763	F	Single	4	Guaianases
3768	M	Married	2	Itaquera
3771	M	Single	5	Cidade tiradentes
3773	F	Single	1	Itaquera
3776	F	Single	4	Itaquera
3777	M	Single	1	Cidade tiradentes
3780	M	Married	3	Guaianases
3782	F	Single	2	Guaianases
3784	F	Married	1	Cidade tiradentes
3787	F	Single	5	Guaianases
3790	M	Married	1	Cidade tiradentes
3794	F	Married	1	Guaianases
3795	M	Married	2	São Miguel Paulista
3796	M	Single	3	Guaianases
3797	M	Married	5	Guaianases
3799	F	Single	2	Itaquera
3801	F	Single	2	Guaianases
3802	F	Single	4	Itaquera
3804	M	Single	4	Guaianases
3805	M	Single	5	São Miguel Paulista
3807	F	Single	2	Cidade tiradentes
3808	F	Married	4	Guaianases
3809	M	Single	3	Cidade tiradentes
3810	M	Married	1	Cidade tiradentes
3816	F	Single	2	Guaianases
3817	F	Married	4	Itaquera
3819	M	Single	3	São Miguel Paulista
3821	M	Single	1	Itaquera
3823	M	Single	2	São Miguel Paulista
3825	M	Single	5	Vila Prudente
3826	M	Married	2	Guaianases
3827	M	Single	2	Itaquera
3828	M	Married	5	Guaianases
3829	M	Married	4	Cidade tiradentes
3833	F	Single	1	São Miguel Paulista
3838	M	Married	5	Itaquera
3840	F	Married	1	Itaquera
3841	M	Single	2	Cidade tiradentes
3847	F	Married	1	Guaianases
3848	F	Married	1	Vila Prudente
3849	M	Married	4	Itaquera
3852	F	Married	1	Guaianases
3854	M	Single	1	Itaquera
3855	M	Single	2	Itaquera
3856	F	Married	1	São Miguel Paulista
3857	F	Married	2	Cidade tiradentes
3858	F	Single	1	Guaianases
3859	M	Single	4	Guaianases
3861	F	Married	4	Vila Prudente
3864	M	Single	3	Cidade tiradentes
3869	M	Married	3	Itaquera
3870	M	Single	1	São Miguel Paulista
3871	F	Married	1	Cidade tiradentes
3873	M	Married	4	Guaianases
3875	F	Married	1	Cidade tiradentes
3878	M	Married	2	Guaianases
3879	F	Single	5	Cidade tiradentes
3880	M	Married	1	Cidade tiradentes
3881	M	Single	1	Cidade tiradentes
3882	M	Single	3	Itaquera
3888	M	Married	1	Itaquera
3889	M	Married	4	Guaianases
3890	M	Married	5	Itaquera
3892	F	Single	4	Guaianases
3893	M	Married	5	Guaianases
3897	M	Married	4	Itaquera
3898	F	Single	5	Itaquera
3900	F	Single	4	Guaianases
3901	M	Married	3	Cidade tiradentes
3902	F	Single	3	Itaquera
3903	F	Single	1	Cidade tiradentes
3904	F	Single	2	Cidade tiradentes
3906	M	Single	2	Itaquera
3909	F	Single	4	São Miguel Paulista
3911	M	Single	3	Itaquera
3912	M	Single	3	Itaquera
3916	M	Single	4	São Miguel Paulista
3917	F	Married	1	Itaquera
3918	M	Married	5	Itaquera
3921	F	Single	1	São Miguel Paulista
3922	M	Married	3	Itaquera
3925	F	Married	1	Guaianases
3928	M	Single	1	São Miguel Paulista
3929	F	Married	2	Itaquera
3930	M	Married	1	Itaquera
3932	F	Single	2	Itaquera
3933	F	Married	3	Cidade tiradentes
3935	F	Married	1	Guaianases
3936	M	Single	4	Itaquera
3937	F	Single	2	Itaquera
3938	M	Single	4	Itaquera
3939	M	Single	1	Cidade tiradentes
3941	M	Single	1	Guaianases
3942	M	Single	3	Itaquera
3945	M	Single	1	Itaquera
3946	F	Married	3	Itaquera
3949	M	Married	5	São Miguel Paulista
3950	F	Single	5	Itaquera
3951	M	Married	4	Cidade tiradentes
3952	M	Married	1	Cidade tiradentes
3953	F	Married	4	Vila Prudente
3957	M	Single	4	São Miguel Paulista
3961	M	Single	3	Cidade tiradentes
3964	M	Married	3	Cidade tiradentes
3965	M	Married	1	Guaianases
3966	M	Married	2	Itaquera
3968	F	Single	1	Guaianases
3969	M	Single	3	Itaquera
3970	M	Single	2	Cidade tiradentes
3974	F	Single	2	Cidade tiradentes
3976	M	Married	2	Itaquera
3977	F	Single	2	Itaquera
3978	F	Married	4	São Miguel Paulista
3979	M	Single	1	Itaquera
3980	M	Married	2	Itaquera
3981	F	Single	4	Cidade tiradentes
3982	F	Single	3	Cidade tiradentes
3985	M	Married	3	Guaianases
3986	M	Married	2	Guaianases
3987	M	Married	4	Cidade tiradentes
3989	F	Married	4	Itaquera
3993	M	Single	1	Guaianases
3994	F	Married	1	Itaquera
3996	M	Married	2	Cidade tiradentes
4001	F	Married	1	São Miguel Paulista
4003	F	Married	4	São Miguel Paulista
4004	F	Married	3	Itaquera
4005	F	Single	1	Itaquera
4006	M	Married	2	Cidade tiradentes
4007	F	Married	4	Itaquera
4009	M	Married	3	Guaianases
4010	F	Single	3	Guaianases
4011	F	Single	2	Guaianases
4015	M	Single	3	Itaquera
4016	F	Married	5	Itaquera
4018	F	Single	4	Vila Prudente
4019	F	Single	4	Guaianases
4020	M	Single	2	São Miguel Paulista
4021	M	Married	3	Guaianases
4023	F	Single	4	Cidade tiradentes
4026	F	Married	5	Guaianases
4027	F	Married	2	Vila Prudente
4028	F	Married	1	Cidade tiradentes
4029	M	Married	3	Itaquera
4030	F	Married	1	Itaquera
4032	F	Single	3	Guaianases
4033	M	Single	5	Cidade tiradentes
4039	M	Single	1	Guaianases
4040	F	Married	1	São Miguel Paulista
4041	M	Single	3	Guaianases
4043	F	Single	4	Cidade tiradentes
4044	M	Single	2	Cidade tiradentes
4045	M	Single	5	Itaquera
4048	M	Single	4	Vila Prudente
4049	F	Single	4	Guaianases
4051	F	Married	5	Guaianases
4056	M	Married	3	Guaianases
4058	M	Married	3	Cidade tiradentes
4061	M	Single	4	Cidade tiradentes
4063	M	Married	4	Itaquera
4065	F	Single	1	Guaianases
4066	F	Married	3	Guaianases
4067	F	Married	3	Guaianases
4068	F	Single	4	Cidade tiradentes
4069	F	Single	1	Itaquera
4070	M	Married	2	São Miguel Paulista
4071	F	Married	5	São Miguel Paulista
4072	F	Single	2	Cidade tiradentes
4075	M	Married	2	Guaianases
4076	M	Married	1	Vila Prudente
4078	F	Single	2	Guaianases
4079	M	Single	1	Itaquera
4080	F	Married	4	Guaianases
4081	F	Single	1	Guaianases
4082	F	Single	3	Guaianases
4084	M	Married	1	Vila Prudente
4085	F	Married	3	Guaianases
4088	F	Married	4	Guaianases
4094	F	Single	2	Guaianases
4096	M	Single	2	Guaianases
4099	M	Married	3	Itaquera
4100	F	Single	1	Itaquera
4101	M	Single	4	São Miguel Paulista
4103	M	Married	3	Guaianases
4104	M	Married	3	Cidade tiradentes
4105	F	Married	2	Guaianases
4106	F	Married	1	Guaianases
4111	F	Married	5	Cidade tiradentes
4114	F	Married	1	Itaquera
4115	M	Single	4	Itaquera
4116	M	Married	5	Guaianases
4117	F	Married	4	Vila Prudente
4118	M	Single	1	Itaquera
4120	M	Single	3	Itaquera
4121	M	Single	1	Itaquera
4122	F	Single	3	Itaquera
4125	M	Married	3	Guaianases
4126	M	Married	1	São Miguel Paulista
4127	M	Married	3	Itaquera
4131	F	Married	3	Itaquera
4133	F	Single	1	Guaianases
4135	F	Single	1	Guaianases
4137	M	Single	2	Itaquera
4138	M	Married	4	Itaquera
4143	F	Single	2	Guaianases
4147	M	Single	2	Cidade tiradentes
4149	F	Married	2	Guaianases
4150	M	Married	3	São Miguel Paulista
4151	M	Single	4	Cidade tiradentes
4152	F	Single	4	São Miguel Paulista
4153	M	Married	4	Itaquera
4154	F	Single	4	Vila Prudente
4157	M	Single	3	Itaquera
4162	M	Single	2	Itaquera
4163	M	Single	1	Vila Prudente
4165	F	Single	4	Guaianases
4166	F	Single	3	Itaquera
4169	M	Married	1	Cidade tiradentes
4170	F	Single	5	Cidade tiradentes
4174	F	Single	4	São Miguel Paulista
4175	F	Married	5	Guaianases
4176	M	Married	3	Guaianases
4179	M	Married	1	Guaianases
4180	F	Single	3	Itaquera
4185	F	Married	2	Guaianases
4186	F	Single	1	Itaquera
4187	F	Married	5	São Miguel Paulista
4188	F	Single	1	Cidade tiradentes
4191	F	Married	1	Itaquera
4193	M	Single	3	Guaianases
4195	F	Single	1	Cidade tiradentes
4197	M	Married	3	Itaquera
4198	F	Married	5	São Miguel Paulista
4202	F	Married	4	São Miguel Paulista
4204	M	Married	5	Itaquera
4205	M	Married	1	Itaquera
4208	M	Single	1	São Miguel Paulista
4209	M	Single	4	Vila Prudente
4210	F	Single	5	Vila Prudente
4211	F	Single	5	Guaianases
4215	M	Married	3	Itaquera
4216	F	Married	5	Cidade tiradentes
4217	F	Married	5	Vila Prudente
4218	F	Married	4	Guaianases
4219	F	Single	2	Guaianases
4220	F	Married	5	Guaianases
4221	M	Single	1	Itaquera
4223	F	Single	4	Cidade tiradentes
4224	F	Married	4	Cidade tiradentes
4225	M	Single	1	Guaianases
4226	F	Married	5	Guaianases
4228	M	Married	4	Itaquera
4230	F	Married	2	Guaianases
4231	F	Single	3	Itaquera
4232	F	Single	2	Itaquera
4234	F	Single	4	Guaianases
4235	M	Single	1	São Miguel Paulista
4239	F	Single	4	Itaquera
4240	M	Married	3	Guaianases
4241	M	Single	2	Vila Prudente
4243	M	Single	3	Guaianases
4244	F	Single	4	Cidade tiradentes
4246	F	Single	4	Itaquera
4247	F	Married	3	Guaianases
4249	F	Married	3	Guaianases
4250	F	Married	1	São Miguel Paulista
4252	M	Single	1	Itaquera
4253	F	Single	2	Itaquera
4255	M	Married	1	Guaianases
4256	F	Married	2	Guaianases
4257	F	Single	2	Guaianases
4258	M	Married	4	Itaquera
4259	M	Single	1	Itaquera
4260	M	Single	5	São Miguel Paulista
4261	M	Single	2	Itaquera
4263	M	Married	4	Guaianases
4268	M	Married	1	Guaianases
4271	M	Married	1	Cidade tiradentes
4273	M	Married	5	Guaianases
4274	M	Married	1	Guaianases
4277	M	Single	1	São Miguel Paulista
4279	F	Married	1	Cidade tiradentes
4282	F	Married	3	Itaquera
4283	M	Single	5	Itaquera
4284	F	Married	4	São Miguel Paulista
4285	F	Single	1	Cidade tiradentes
4287	F	Single	4	Itaquera
4288	F	Married	4	Guaianases
4291	M	Married	4	Itaquera
4292	M	Married	1	Itaquera
4295	M	Single	5	Guaianases
4296	F	Married	4	Guaianases
4300	F	Married	4	Cidade tiradentes
4301	F	Married	1	Guaianases
4303	F	Single	1	Cidade tiradentes
4307	F	Single	1	Cidade tiradentes
4311	M	Married	5	Vila Prudente
4315	M	Single	2	Itaquera
4317	F	Married	2	Cidade tiradentes
4319	M	Single	3	São Miguel Paulista
4320	M	Married	5	Cidade tiradentes
4321	M	Married	5	Itaquera
4323	F	Single	2	Vila Prudente
4324	F	Married	3	Itaquera
4325	F	Single	1	Guaianases
4327	F	Single	1	Itaquera
4330	M	Married	4	Itaquera
4334	M	Single	2	Guaianases
4337	M	Single	5	Cidade tiradentes
4340	F	Single	2	Itaquera
4342	M	Married	4	Itaquera
4343	F	Married	1	Cidade tiradentes
4344	M	Single	1	Itaquera
4346	M	Single	1	Cidade tiradentes
4349	M	Single	3	Itaquera
4350	F	Married	2	São Miguel Paulista
4351	M	Single	5	São Miguel Paulista
4352	F	Married	1	Itaquera
4355	F	Married	1	São Miguel Paulista
4357	F	Single	2	Itaquera
4359	M	Single	4	Vila Prudente
4360	M	Married	4	Cidade tiradentes
4361	F	Married	2	Cidade tiradentes
4362	F	Married	1	São Miguel Paulista
4364	M	Single	4	Itaquera
4367	F	Married	1	Itaquera
4368	M	Single	3	Itaquera
4370	M	Single	2	Guaianases
4372	F	Single	1	Itaquera
4373	M	Single	1	Guaianases
4374	F	Single	3	São Miguel Paulista
4375	M	Single	1	Itaquera
4376	M	Married	4	Guaianases
4377	F	Married	1	Cidade tiradentes
4379	M	Single	2	Cidade tiradentes
4384	F	Single	3	Cidade tiradentes
4385	F	Married	3	Itaquera
4386	M	Single	5	Guaianases
4391	F	Married	3	Guaianases
4392	M	Married	1	Itaquera
4394	F	Married	2	Vila Prudente
4396	F	Married	3	Itaquera
4397	M	Single	2	Guaianases
4399	F	Single	2	Cidade tiradentes
4401	M	Single	1	Guaianases
4402	F	Single	1	Guaianases
4404	M	Single	1	Guaianases
4405	F	Single	1	Itaquera
4407	M	Single	3	Cidade tiradentes
4408	F	Single	3	Cidade tiradentes
4409	M	Single	3	Cidade tiradentes
4410	F	Married	4	Itaquera
4411	M	Single	1	Vila Prudente
4412	M	Single	3	Vila Prudente
4413	M	Married	3	Itaquera
4417	M	Married	2	Guaianases
4419	M	Single	1	Guaianases
4420	M	Married	3	Guaianases
4422	F	Married	3	Itaquera
4423	M	Single	3	Itaquera
4425	M	Married	1	Itaquera
4426	F	Married	5	Cidade tiradentes
4429	M	Single	4	São Miguel Paulista
4431	F	Single	4	Itaquera
4434	F	Married	1	Itaquera
4436	F	Married	1	Guaianases
4437	M	Single	2	São Miguel Paulista
4438	F	Single	3	Cidade tiradentes
4440	F	Single	1	Itaquera
4443	F	Single	1	Guaianases
4444	F	Married	1	Guaianases
4445	F	Single	2	Itaquera
4447	M	Single	4	Cidade tiradentes
4451	M	Married	4	Itaquera
4453	F	Single	1	Guaianases
4454	M	Single	2	Itaquera
4455	F	Single	4	Cidade tiradentes
4457	M	Single	2	Vila Prudente
4459	F	Married	1	Itaquera
4460	M	Single	1	Guaianases
4461	M	Married	1	Guaianases
4462	F	Married	1	Vila Prudente
4463	M	Single	5	Guaianases
4465	M	Single	5	Itaquera
4466	M	Married	1	Itaquera
4467	M	Single	1	Guaianases
4470	F	Single	2	Cidade tiradentes
4471	M	Married	3	Guaianases
4475	F	Single	2	São Miguel Paulista
4476	F	Single	5	Guaianases
4477	M	Married	2	Cidade tiradentes
4479	M	Married	1	Itaquera
4483	F	Single	1	Vila Prudente
4484	M	Married	3	Itaquera
4485	F	Single	3	São Miguel Paulista
4486	F	Single	1	Cidade tiradentes
4487	F	Single	2	Vila Prudente
4488	F	Married	1	Cidade tiradentes
4490	F	Single	4	Itaquera
4491	M	Married	1	Guaianases
4494	F	Single	2	Vila Prudente
4495	F	Single	5	Cidade tiradentes
4497	M	Single	3	Itaquera
4498	F	Married	2	Itaquera
4499	M	Married	4	Itaquera
4501	F	Married	4	Cidade tiradentes
4503	M	Single	1	Itaquera
4504	M	Married	4	São Miguel Paulista
4507	F	Married	4	Itaquera
4508	M	Married	1	Itaquera
4510	F	Single	2	Cidade tiradentes
4514	M	Single	4	Guaianases
4515	M	Single	1	Itaquera
4516	M	Single	1	Vila Prudente
4518	F	Single	4	Itaquera
4520	F	Single	4	Cidade tiradentes
4522	M	Single	1	Itaquera
4524	M	Married	1	Guaianases
4525	F	Single	5	Cidade tiradentes
4527	M	Married	1	Guaianases
4528	M	Married	2	Itaquera
4531	M	Married	1	São Miguel Paulista
4534	F	Single	2	Cidade tiradentes
4537	M	Married	4	Itaquera
4538	F	Single	3	Cidade tiradentes
4540	F	Single	4	Vila Prudente
4541	F	Married	1	Guaianases
4543	F	Married	4	Itaquera
4544	F	Married	4	Itaquera
4545	M	Married	1	Itaquera
4547	M	Single	4	Itaquera
4548	M	Single	2	Cidade tiradentes
4552	M	Married	2	Itaquera
4553	F	Single	1	Itaquera
4555	M	Single	1	Guaianases
4556	M	Single	2	Itaquera
4557	M	Married	5	Vila Prudente
4558	F	Married	3	Itaquera
4561	M	Single	2	Cidade tiradentes
4562	F	Married	1	Guaianases
4564	M	Single	4	Itaquera
4566	M	Married	1	Guaianases
4567	M	Married	5	São Miguel Paulista
4568	F	Single	2	Cidade tiradentes
4570	F	Married	5	Vila Prudente
4571	F	Married	5	São Miguel Paulista
4573	M	Single	5	Itaquera
4576	M	Single	1	Cidade tiradentes
4579	F	Married	2	Guaianases
4582	M	Single	2	Cidade tiradentes
4583	F	Married	5	Itaquera
4584	F	Married	1	Guaianases
4586	M	Single	3	Cidade tiradentes
4587	F	Married	5	Vila Prudente
4589	F	Single	3	Itaquera
4592	M	Married	1	Cidade tiradentes
4595	F	Single	5	Guaianases
4597	F	Single	2	Itaquera
4598	F	Married	2	Cidade tiradentes
4599	M	Single	3	Cidade tiradentes
4600	F	Single	3	Vila Prudente
4606	F	Married	1	Guaianases
4607	M	Married	1	São Miguel Paulista
4608	F	Single	1	Guaianases
4609	M	Single	2	São Miguel Paulista
4610	M	Single	1	São Miguel Paulista
4614	F	Single	2	Guaianases
4615	F	Married	2	Itaquera
4616	F	Single	1	Itaquera
4617	M	Married	4	Vila Prudente
4618	M	Married	3	Guaianases
4619	F	Single	4	Itaquera
4620	F	Married	1	Guaianases
4621	M	Single	3	Guaianases
4622	M	Single	1	Vila Prudente
4623	M	Married	3	Itaquera
4626	F	Single	1	Cidade tiradentes
4627	M	Single	4	Itaquera
4628	M	Married	1	Guaianases
